Argument ID	Conclusion Farsi	Stance Farsi	Premise Farsi	Conclusion English	Stance English	Premise English	Source	Method
F10487	باید بخشنده باشیم	به نفع	بذل كن مال خود را به كسي كه ابروي خود را به تو بذل كرده و از تو چيزي طلب كرده كه به راستي چيزي با بذل ابرو برابري نميكند	we should be generous	in favor of	Give your wealth to the one who gave you her honor, which is truly nothing equal to giving the honor.	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10488	باید بخشنده باشیم	به نفع	مال خود را در حقوق واجبه يا مطلق حقوق بذل كن و با مال خود با دوست خود مواسات و برابري داشته باش كه به راستي سخاوت و بخشش به شخص ازاده سزاوارتر است	we should be generous	in favor of	Spend your money on obligatory or absolute rights and be equal with your friend with your money, which truly deserves generosity and giving to a free person.	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10489	باید بخشنده باشیم	به نفع	برترين شرافتها بذل احسان است	we should be generous	in favor of	The highest honor is giving kindness	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10490	باید بخشنده باشیم	به نفع	برترين فضيلتها بذل عطاها و كمك كردن به حاجت خواهان و ميانه‏روي در كارها است	we should be generous	in favor of	The best virtues are giving gifts, helping the needy, and being moderate in affairs	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10491	باید بخشنده باشیم	به نفع	با بذل و بخشش مدح و ستايش مردم براي بخشنده بسيار گردد	we should be generous	in favor of	By giving and helping, the praise of the people will increase for the giver	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10492	باید بخشنده باشیم	به نفع	با بذل نعمت است كه نعمت مستدام ماند	we should be generous	in favor of	It is by giving blessings that the blessings are sustained	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10493	باید بخشنده باشیم	به نفع	بذل عطا زكات نعمتهاست	we should be generous	in favor of	Giving is almsgiving	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10494	باید بخشنده باشیم	به نفع	بخشش بسيار نشانه فضيلت و كمال است	we should have forgiveness	in favor of	Forgiveness is a sign of virtue and perfection	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10495	باید بخشنده باشیم	به نفع	كسي كه بذل اموال بر او اسان باشد اميدها به سويش رو گردان شود	we should be generous	in favor of	The one who is easy to spend her wealth and is generous, hopes turn towards her	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10496	باید بخشنده باشیم	به نفع	كسي كه دوست دارد نام نيكي داشته باشد بايد در بذل مال دريغ نداشته باشد	we should be generous	in favor of	A person who likes to have a good name should not hesitate to spend money and be generous	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10497	باید بخشنده باشیم	به نفع	كسي كه مال خود را بذل كند مردم را بنده خود كند	we should be generous	in favor of	A person who spends her wealth and is generous makes people her slaves	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10498	باید بخشنده باشیم	به نفع	كسي كه كرامت نفس دارد و بزرگوار است بذل احسان و بر اوردن حاجت حاجتمندان بر او اسان است	we should be generous	in favor of	It is easy for a person who has self-respect and dignity to do good and meet the needs of the needy	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10499	باید بخشنده باشیم	به نفع	بذل احسان از شرافت و بزرگي همت است	we should be generous	in favor of	Benevolence is one of the honor and greatness of effort	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10500	باید بخشنده باشیم	به نفع	جلب نشود سپاسگزاري مردم به چيزي مانند بذل احسان و انجام كار نيك	we should be generous	in favor of	nothing can attract people's gratitude to something like giving kindness and doing good deeds	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10501	باید بخشنده باشیم	به نفع	چيزي مانند بذل و بخشش ابرو را حفظ نكند	we should be generous	in favor of	nothing can save your reputation like giving and being generous	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10502	باید بخشنده باشیم	به نفع	سپاسگزاري نعمتها به چيزي مانند بذل و بخشش ان انجام نشود	we should be generous	in favor of	Gratitude for blessings can be done by something like giving and being generous	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10503	باید بخشنده باشیم	به نفع	چيزي مانند بخشش نعمتها را نگاه ندارد	we should be generous	in favor of	nothing as giving blessings and being generous can keep them	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10504	باید بخشنده باشیم	به نفع	چيزي مانند بذل و بخشش اوازه انسان را بلند نكند	we should have forgiveness	in favor of	Nothing like forgiveness and giving does raise a person's reputation	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10505	باید بخشنده باشیم	به نفع	رسيدن به فضايل و كمالهاي ستودني به بذل كرم و نيكيهاست	we should be generous	in favor of	Achieving praiseworthy virtues and perfections is by doing good deeds	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10506	باید بخشنده باشیم	به نفع	حمد و ستايش نشود جز كسي كه بذل احسان كند	we should be generous	in favor of	No one is praised except for the one who does good deeds	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10507	باید بخشنده باشیم	به نفع	به راستي سودي كه شما از احسان خود برده‏ايد بيشتر از ان سودي است كه رو اورنده به شما از احسان شما برده است	we should be generous	in favor of	Verily, the benefit you have gained from your kindness is more than the benefit that the one has gained from your kindness.	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10508	باید بخشنده باشیم	به نفع	بخشندگي كنيد بدانچه از بين ميرود و عوض گيريد به جاي ان چيزي را كه به‏ جاي ميماند	we should be generous	in favor of	Forgive what is lost and replace it with what remains.	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10509	باید بخشنده باشیم	به نفع	عادت مردمان گرامي بخشش است	we should have forgiveness	in favor of	The habit of honorable people is forgiveness	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10510	باید بخشنده باشیم	به نفع	يا جواد و بخشنده باش و يا ميانه رو اندازه گير و بپرهيز از اين كه جز اين دو شخص سومي باشي	we should be generous	in favor of	Either be kind and generous, or the one who measure and is on the middle ground and avoid being a third person other than these two.	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10511	باید بخشنده باشیم	به نفع	سيادت و اقايي را به كمال نرسانده كسي كه جود و بخشش نكند	we should be generous	in favor of	The one who is not generous and do not forgive the other has not achieved the integrity of sovereignty and mastery	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10512	باید سعی کنیم نیکو عمل کنیم	به نفع	همچون زنبور عسل باش كه چون ميخورد گل و گياه را پاكيزه ميخورد و چون وا ميگذارد عسل پاك به جا مينهد و چون بر چوبي و شاخه‏اي بنشيند ان را نشكند	We should try to have good actions	in favor of	Be like a honey bee, which when it eat, it eats from clean flowers and pure plants, and when it leaves, it leaves pure honey, and when it sits on a stick or branch, it does not break it.	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10513	باید خوش رفتار باشیم	به نفع	خوشرويي نيكوكاري است و ترش رويي گناه و ازار است	We must be well behaved	in favor of	Cheerfulness is benefaction and sourness is sin and pain	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10514	باید خوش رفتار باشیم	به نفع	خوشرويي سر اغاز نيكوكاري است	We must be well behaved	in favor of	good manners is the beginning of kindness	Ghurar al-Hikam wa Durar ak-Kalim	extracted
F10515	باید خوش رفتار باشیم	به نفع	گشاده رويي نوعي احسان است	We must be well behaved	in favor of	cheerfulness is a kind of kindness	Ghurar al-Hikam wa Durar ak-Kalim	extracted
